2026-07-14 12:51:44 [INFO] uav_system - Session log directory: C:\Users\Administrator\Desktop\Code\multi_uav_decision\server\server_logs\20260714125144-cf6f1c73
2026-07-14 12:51:44 [INFO] uav_system - Session ID: 20260714125144-cf6f1c73
2026-07-14 12:51:44 [INFO] uav_system - Request history retention: 5000 records for the current session
2026-07-14 12:51:44 [INFO] uav_system - Starting API server at http://127.0.0.1:8000
2026-07-14 12:51:44 [INFO] uav_system - API Documentation: http://127.0.0.1:8000/docs
2026-07-14 12:51:56 [INFO] uav_system - 127.0.0.1 GET /version 200 - 1ms - Role: agent
2026-07-14 12:52:11 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 7ms - Role: system
2026-07-14 12:52:11 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-14 12:52:12 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 2ms - Role: system
2026-07-14 12:53:11 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-14 12:53:11 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 7ms - Role: system
2026-07-14 12:54:11 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 7ms - Role: system
2026-07-14 12:54:11 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-14 12:55:11 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-14 12:55:11 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-14 12:56:11 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 6ms - Role: system
2026-07-14 12:56:11 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-14 12:57:11 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-14 12:57:11 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
