2026-07-14 22:46:53 [INFO] uav_system - Session log directory: C:\Users\Administrator\Desktop\Code\multi_uav_decision\server\server_logs\20260714224653-b5e3e02b
2026-07-14 22:46:53 [INFO] uav_system - Session ID: 20260714224653-b5e3e02b
2026-07-14 22:46:53 [INFO] uav_system - Request history retention: 5000 records for the current session
2026-07-14 22:46:53 [INFO] uav_system - Starting API server at http://127.0.0.1:8000
2026-07-14 22:46:53 [INFO] uav_system - API Documentation: http://127.0.0.1:8000/docs
2026-07-14 22:46:53 [INFO] uav_system - 127.0.0.1 GET /version 200 - 5ms - Role: agent
2026-07-14 22:47:11 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 6ms - Role: system
2026-07-14 22:47:11 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-14 22:47:16 [INFO] uav_system - 127.0.0.1 GET /version 200 - 0ms - Role: agent
2026-07-14 22:47:44 [INFO] uav_system - 127.0.0.1 GET /sessions/current 200 - 2ms - Role: agent
2026-07-14 22:47:47 [INFO] uav_system - 127.0.0.1 GET /sessions/current 200 - 3ms - Role: agent
2026-07-14 22:48:11 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-14 22:48:11 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-14 22:48:48 [INFO] uav_system - 127.0.0.1 POST /sessions/139a4109 201 - 16ms - Role: admin
2026-07-14 22:48:48 [INFO] uav_system - 127.0.0.1 POST /sessions/139a4109/set-current 200 - 4ms - Role: admin
2026-07-14 22:48:48 [INFO] uav_system - 127.0.0.1 GET /sessions/139a4109/tasks/c09e2221 200 - 0ms - Role: admin
2026-07-14 22:49:11 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 19ms - Role: system
2026-07-14 22:49:12 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 9ms - Role: system
2026-07-14 22:49:15 [INFO] uav_system - 127.0.0.1 GET /sessions/139a4109/tasks/c09e2221 200 - 2ms - Role: admin
2026-07-14 22:49:17 [INFO] uav_system - 127.0.0.1 GET /sessions/current 200 - 2ms - Role: agent
2026-07-14 22:49:23 [INFO] uav_system - 127.0.0.1 GET /environments/current 200 - 1ms - Role: agent
2026-07-14 22:49:23 [INFO] uav_system - 127.0.0.1 GET /drones 200 - 2ms - Role: agent
2026-07-14 22:49:29 [INFO] uav_system - 127.0.0.1 GET /drones/0268e65d/nearby 200 - 4ms - Role: agent
2026-07-14 22:49:37 [INFO] uav_system - 127.0.0.1 POST /drones/0268e65d/command/take_off?altitude=23.0 200 - 5ms - Role: agent
2026-07-14 22:49:42 [INFO] uav_system - 127.0.0.1 GET /targets/e8fd6279 200 - 2ms - Role: agent
2026-07-14 22:49:44 [INFO] uav_system - 127.0.0.1 GET /drones 200 - 2ms - Role: agent
2026-07-14 22:49:51 [INFO] uav_system - 127.0.0.1 POST /drones/0268e65d/command/move_along_path 200 - 1262ms - Role: agent
2026-07-14 22:50:00 [INFO] uav_system - 127.0.0.1 GET /check/target_is_fully_searched?target_id=e8fd6279&coverage_threshold=0.95&session_id=139a4109 200 - 2ms - Role: admin
2026-07-14 22:50:00 [INFO] uav_system - 127.0.0.1 GET /sessions/139a4109/data 200 - 3ms - Role: admin
2026-07-14 22:50:00 [INFO] uav_system - 127.0.0.1 POST /sessions/139a4109/tasks/c09e2221/mark-done 200 - 2ms - Role: admin
2026-07-14 22:50:11 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 15ms - Role: system
2026-07-14 22:50:11 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 16ms - Role: system
2026-07-14 22:50:30 [INFO] uav_system - 127.0.0.1 GET /sessions/139a4109/tasks/c09e2221 200 - 1ms - Role: admin
