2026-07-13 11:43:31 [INFO] uav_system - Session log directory: C:\Users\Administrator\Desktop\Code\multi_uav_decision\server\server_logs\20260713114331-52c7b0d1
2026-07-13 11:43:31 [INFO] uav_system - Session ID: 20260713114331-52c7b0d1
2026-07-13 11:43:31 [INFO] uav_system - Request history retention: 5000 records for the current session
2026-07-13 11:43:31 [INFO] uav_system - Starting API server at http://127.0.0.1:8000
2026-07-13 11:43:31 [INFO] uav_system - API Documentation: http://127.0.0.1:8000/docs
2026-07-13 11:43:34 [INFO] uav_system - Starting UI interface...
2026-07-13 11:47:37 [INFO] uav_system - 127.0.0.1 GET /sessions 200 - 3ms - Role: admin
2026-07-13 11:47:37 [INFO] uav_system - 127.0.0.1 GET /sessions 200 - 2ms - Role: admin
2026-07-13 11:47:37 [INFO] uav_system - 127.0.0.1 GET /sessions/current 200 - 2ms - Role: admin
2026-07-13 11:51:30 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 6ms - Role: system
2026-07-13 11:51:33 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 11:51:36 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 2ms - Role: system
2026-07-13 11:51:39 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 8ms - Role: system
2026-07-13 11:51:42 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 11:51:45 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 11:51:48 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 2ms - Role: system
2026-07-13 11:51:51 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 11:51:53 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 11:51:54 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 8ms - Role: system
2026-07-13 11:51:56 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 6ms - Role: system
2026-07-13 11:51:57 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 11:51:59 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 11:52:00 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 11:52:02 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 11:52:03 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 11:52:05 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 11:52:06 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 11:52:08 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 11:52:09 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 11:52:11 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 11:52:12 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 11:52:14 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 11:52:15 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 2ms - Role: system
2026-07-13 11:52:17 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 11:52:18 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 11:52:20 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 11:52:21 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 11:52:23 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 11:52:24 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 11:52:26 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 11:52:27 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 11:52:29 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 11:52:30 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 11:52:32 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 2ms - Role: system
2026-07-13 11:52:33 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 11:52:35 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 11:52:36 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
